Enum Name,Bukkit Material Name,Normaler Name,Datei Name,Potion Type,Translation Name
ENDER_CHEST,ENDER_CHEST,Endertruhe,customfont/all_items/ender_chest.png,,
ENDER_EYE,ENDER_EYE,Enderauge,item/ender_eye.png,,
ENDER_PEARL,ENDER_PEARL,Enderperle,item/ender_pearl.png,,
EXPERIENCE_BOTTLE,EXPERIENCE_BOTTLE,Erfahrungsfläschchen,item/experience_bottle.png,,
FEATHER,FEATHER,Feder,item/feather.png,,
FERMENTED_SPIDER_EYE,FERMENTED_SPIDER_EYE,Fermentiertes Spinnenauge,item/fermented_spider_eye.png,,
FERN,FERN,Farn,customfont/all_items/fern.png,,
FERN_LARGE,LARGE_FERN,Großer Farn,customfont/all_items/large_fern.png,,
FIRE_CHARGE,FIRE_CHARGE,Feuerkugel,item/fire_charge.png,,
FIREWORK_ROCKET,FIREWORK_ROCKET,Feuerwerksrakete,item/firework_rocket.png,,
FIREWORK_STAR,FIREWORK_STAR,Feuerwerksstern,customfont/all_items/firework_star.png,,
FISHING_ROD,FISHING_ROD,Angel,item/fishing_rod.png,,
FLETCHING_TABLE,FLETCHING_TABLE,Bognertisch,customfont/all_items/fletching_table.png,,
FLINT,FLINT,Feuerstein,item/flint.png,,
FLINT_AND_STEEL,FLINT_AND_STEEL,Feuerzeug,item/flint_and_steel.png,,
FLOWER_POT,FLOWER_POT,Blumentopf,item/flower_pot.png,,
FLOWERING_AZALEA,FLOWERING_AZALEA,Blühende Azalee,customfont/all_items/flowering_azalea.png,,
FLOWERING_AZALEA_LEAVES,FLOWERING_AZALEA_LEAVES,Blühendes Azaleenlaub,customfont/all_items/flowering_azalea_leaves.png,,
FROGLIGHT_OCHRE,OCHRE_FROGLIGHT,Ockernes Froschlicht,customfont/all_items/ochre_froglight.png,,
FROGLIGHT_PEARLESCENT,PEARLESCENT_FROGLIGHT,Perlmutternes Froschlicht,customfont/all_items/pearlescent_froglight.png,,
FROGLIGHT_VERDANT,VERDANT_FROGLIGHT,Junggrünes Froschlicht,customfont/all_items/verdant_froglight.png,,
FURNACE,FURNACE,Ofen,customfont/all_items/furnace.png,,
GHAST_TEAR,GHAST_TEAR,Ghast-Träne,item/ghast_tear.png,,
GILDED_BLACKSTONE,GILDED_BLACKSTONE,Golddurchzogener Schwarzstein,customfont/all_items/gilded_blackstone.png,,
GLASS,GLASS,Glas,customfont/all_items/glass.png,,
GLASS_BOTTLE,GLASS_BOTTLE,Glasflasche,item/glass_bottle.png,,
GLASS_PANE,GLASS_PANE,Glasscheibe,block/glass.png,,
GLISTERING_MELON_SLICE,GLISTERING_MELON_SLICE,Glitzernde Melonenscheibe,item/glistering_melon_slice.png,,
GLOW_BERRIES,GLOW_BERRIES,Leuchtbeeren,item/glow_berries.png,,
GLOW_ITEM_FRAME,GLOW_ITEM_FRAME,Leuchtrahmen,item/glow_item_frame.png,,
GLOW_LICHEN,GLOW_LICHEN,Leuchtflechte,block/glow_lichen.png,,
GLOWSTONE,GLOWSTONE,Leuchtstein,customfont/all_items/glowstone.png,,
GLOWSTONE_DUST,GLOWSTONE_DUST,Leuchtsteinstaub,item/glowstone_dust.png,,
GOAT_HORN,GOAT_HORN,Bockshorn,item/goat_horn.png,,
GOLD_BLOCK,GOLD_BLOCK,Goldblock,customfont/all_items/gold_block.png,,
GOLD_BLOCK_RAW,RAW_GOLD_BLOCK,Rohgoldblock,customfont/all_items/raw_gold_block.png,,
GOLD_INGOT,GOLD_INGOT,Goldbarren,item/gold_ingot.png,,
GOLD_NUGGET,GOLD_NUGGET,Goldklumpen,item/gold_nugget.png,,
GOLD_ORE,GOLD_ORE,Golderz,customfont/all_items/gold_ore.png,,
GOLD_ORE_DEEPSLATE,DEEPSLATE_GOLD_ORE,Tiefenschiefer-Golderz,customfont/all_items/deepslate_gold_ore.png,,
GOLD_RAW,RAW_GOLD,Rohgold,item/raw_gold.png,,
GOLDEN_AXE,GOLDEN_AXE,Goldaxt,item/golden_axe.png,,
GOLDEN_BOOTS,GOLDEN_BOOTS,Goldstiefel,item/golden_boots.png,,
GOLDEN_CHESTPLATE,GOLDEN_CHESTPLATE,Goldharnisch,item/golden_chestplate.png,,
GOLDEN_HELMET,GOLDEN_HELMET,Goldhelm,item/golden_helmet.png,,
GOLDEN_HOE,GOLDEN_HOE,Goldhacke,item/golden_hoe.png,,
GOLDEN_HORSE_ARMOR,GOLDEN_HORSE_ARMOR,Goldener Rossharnisch,item/golden_horse_armor.png,,
GOLDEN_LEGGINGS,GOLDEN_LEGGINGS,Goldbeinschutz,item/golden_leggings.png,,
GOLDEN_PICKAXE,GOLDEN_PICKAXE,Goldspitzhacke,item/golden_pickaxe.png,,
GOLDEN_SHOVEL,GOLDEN_SHOVEL,Goldschaufel,item/golden_shovel.png,,
GOLDEN_SWORD,GOLDEN_SWORD,Goldschwert,item/golden_sword.png,,
GRANITE,GRANITE,Granit,customfont/all_items/granite.png,,
GRANITE_SLAB,GRANITE_SLAB,Granitstufe,customfont/all_items/slab_granite.png,,
GRANITE_STAIRS,GRANITE_STAIRS,Granittreppe,customfont/all_items/stairs_granite.png,,
GRANITE_WALL,GRANITE_WALL,Granitmauer,customfont/all_items/wall_granite.png,,
GRASS,SHORT_GRASS,Niedriges Gras,customfont/all_items/short_grass.png,,
GRASS_BLOCK,GRASS_BLOCK,Grasblock,customfont/all_items/grass_block.png,,
GRASS_TALL,TALL_GRASS,Hohes Gras,customfont/all_items/tall_grass.png,,
GRAVEL,GRAVEL,Kies,customfont/all_items/gravel.png,,
GRINDSTONE,GRINDSTONE,Schleifstein,customfont/all_items/grindstone.png,,
GUNPOWDER,GUNPOWDER,Schwarzpulver,item/gunpowder.png,,
HANGING_ROOTS,HANGING_ROOTS,Hängende Wurzeln,block/hanging_roots.png,,
HAY_BALE,HAY_BLOCK,Strohballen,customfont/all_items/hay_block.png,,
HEAD_CREEPER,CREEPER_HEAD,Creeperkopf,customfont/all_items/head_creeper.png,,
HEAD_PIGLIN,PIGLIN_HEAD,Piglinkopf,customfont/all_items/head_piglin.png,,
HEAD_SKELETON,SKELETON_SKULL,Skelettschädel,customfont/all_items/head_skeleton.png,,
HEAD_WITHER_SKELETON,WITHER_SKELETON_SKULL,Wither-Skelettschädel,customfont/all_items/head_wither_skeleton.png,,
HEAD_ZOMBIE,ZOMBIE_HEAD,Zombiekopf,customfont/all_items/head_zombie.png,,
HEART_OF_THE_SEA,HEART_OF_THE_SEA,Herz des Meeres,item/heart_of_the_sea.png,,
HEAVY_WEIGHTED_PRESSURE_PLATE,HEAVY_WEIGHTED_PRESSURE_PLATE,Grobwägeplatte,customfont/all_items/pressure_plate_heavy_weighted.png,,
HONEY_BLOCK,HONEY_BLOCK,Honigblock,customfont/all_items/honey_block.png,,
HONEY_BOTTLE,HONEY_BOTTLE,Honigflasche,item/honey_bottle.png,,
HONEYCOMB,HONEYCOMB,Honigwabe,item/honeycomb.png,,
HONEYCOMB_BLOCK,HONEYCOMB_BLOCK,Honigwabenblock,customfont/all_items/honeycomb_block.png,,
HOPPER,HOPPER,Trichter,customfont/all_items/hopper.png,,
ICE,ICE,Eis,customfont/all_items/ice.png,,
ICE_BLUE,BLUE_ICE,Blaueis,customfont/all_items/blue_ice.png,,
ICE_PACKED,PACKED_ICE,Packeis,customfont/all_items/packed_ice.png,,
INK_SAC,INK_SAC,Tintenbeutel,item/ink_sac.png,,
INK_SAC_GLOW,GLOW_INK_SAC,Leuchttintenbeutel,item/glow_ink_sac.png,,
IRON_AXE,IRON_AXE,Eisenaxt,item/iron_axe.png,,
IRON_BARS,IRON_BARS,Eisengitter,block/iron_bars.png,,
IRON_BLOCK,IRON_BLOCK,Eisenblock,customfont/all_items/iron_block.png,,
IRON_BLOCK_RAW,RAW_IRON_BLOCK,Roheisenblock,customfont/all_items/raw_iron_block.png,,
IRON_BOOTS,IRON_BOOTS,Eisenstiefel,item/iron_boots.png,,
IRON_CHESTPLATE,IRON_CHESTPLATE,Eisenharnisch,item/iron_chestplate.png,,
IRON_DOOR,IRON_DOOR,Eisentür,item/iron_door.png,,
IRON_HELMET,IRON_HELMET,Eisenhelm,item/iron_helmet.png,,
IRON_HOE,IRON_HOE,Eisenhacke,item/iron_hoe.png,,
IRON_HORSE_ARMOR,IRON_HORSE_ARMOR,Eiserner Rossharnisch,item/iron_horse_armor.png,,
IRON_INGOT,IRON_INGOT,Eisenbarren,item/iron_ingot.png,,
IRON_LEGGINGS,IRON_LEGGINGS,Eisenbeinschutz,item/iron_leggings.png,,
IRON_NUGGET,IRON_NUGGET,Eisenklumpen,item/iron_nugget.png,,
IRON_ORE,IRON_ORE,Eisenerz,customfont/all_items/iron_ore.png,,
IRON_ORE_DEEPSLATE,DEEPSLATE_IRON_ORE,Tiefenschiefer-Eisenerz,customfont/all_items/deepslate_iron_ore.png,,
IRON_PICKAXE,IRON_PICKAXE,Eisenspitzhacke,item/iron_pickaxe.png,,
IRON_RAW,RAW_IRON,Roheisen,item/raw_iron.png,,
IRON_SHOVEL,IRON_SHOVEL,Eisenschaufel,item/iron_shovel.png,,
IRON_SWORD,IRON_SWORD,Eisenschwert,item/iron_sword.png,,
IRON_TRAPDOOR,IRON_TRAPDOOR,Eisenfalltür,customfont/all_items/trapdoor_iron.png,,
ITEM_FRAME,ITEM_FRAME,Rahmen,item/item_frame.png,,
JACK_O_LANTERN,JACK_O_LANTERN,Kürbislaterne,customfont/all_items/jack_o_lantern.png,,
JUKEBOX,JUKEBOX,Plattenspieler,customfont/all_items/jukebox.png,,
JUNGLE_BOAT,JUNGLE_BOAT,Tropenholzboot,item/jungle_boat.png,,
JUNGLE_BUTTON,JUNGLE_BUTTON,Tropenholzknopf,customfont/all_items/button_jungle.png,,
JUNGLE_CHEST_BOAT,JUNGLE_CHEST_BOAT,Tropenholztruhenboot,item/jungle_chest_boat.png,,
JUNGLE_DOOR,JUNGLE_DOOR,Tropenholztür,item/jungle_door.png,,
JUNGLE_FENCE,JUNGLE_FENCE,Tropenholzzaun,customfont/all_items/fence_jungle.png,,
JUNGLE_FENCE_GATE,JUNGLE_FENCE_GATE,Tropenholzzauntor,customfont/all_items/fence_gate_jungle.png,,
JUNGLE_HANGING_SIGN,JUNGLE_HANGING_SIGN,Tropenholzhängeschild,item/jungle_hanging_sign.png,,
JUNGLE_LEAVES,JUNGLE_LEAVES,Tropenbaumlaub,customfont/all_items/jungle_leaves.png,,
JUNGLE_LOG,JUNGLE_LOG,Tropenbaumstamm,customfont/all_items/jungle_log.png,,
JUNGLE_LOG_STRIPPED,STRIPPED_JUNGLE_LOG,Entrindeter Tropenbaumstamm,customfont/all_items/stripped_jungle_log.png,,
JUNGLE_PLANKS,JUNGLE_PLANKS,Tropenholzbretter,customfont/all_items/jungle_planks.png,,
JUNGLE_PRESSURE_PLATE,JUNGLE_PRESSURE_PLATE,Tropenholzdruckplatte,customfont/all_items/pressure_plate_jungle.png,,
JUNGLE_SAPLING,JUNGLE_SAPLING,Tropenbaumsetzling,block/jungle_sapling.png,,
JUNGLE_SIGN,JUNGLE_SIGN,Tropenholzschild,item/jungle_sign.png,,
JUNGLE_SLAB,JUNGLE_SLAB,Tropenholzstufe,customfont/all_items/slab_jungle.png,,
JUNGLE_STAIRS,JUNGLE_STAIRS,Tropenholztreppe,customfont/all_items/stairs_jungle.png,,
JUNGLE_TRAPDOOR,JUNGLE_TRAPDOOR,Tropenholzfalltür,customfont/all_items/trapdoor_jungle.png,,
JUNGLE_WOOD,JUNGLE_WOOD,Tropenholz,customfont/all_items/jungle_wood.png,,
JUNGLE_WOOD_STRIPPED,STRIPPED_JUNGLE_WOOD,Entrindetes Tropenholz,customfont/all_items/stripped_jungle_wood.png,,
KELP,KELP,Seetang,item/kelp.png,,
LADDER,LADDER,Leiter,block/ladder.png,,
LANTERN,LANTERN,Laterne,item/lantern.png,,
LAPIS,LAPIS_LAZULI,Lapislazuli,item/lapis_lazuli.png,,
LAPIS_BLOCK,LAPIS_BLOCK,Lapislazuliblock,customfont/all_items/lapis_block.png,,
LAPIS_ORE,LAPIS_ORE,Lapislazulierz,customfont/all_items/lapis_ore.png,,
LAPIS_ORE_DEEPSLATE,DEEPSLATE_LAPIS_ORE,Tiefenschiefer-Lapislazulierz,customfont/all_items/deepslate_lapis_ore.png,,
LEAD,LEAD,Leine,item/lead.png,,
LEATHER,LEATHER,Leder,item/leather.png,,
LEATHER_BOOTS,LEATHER_BOOTS,Lederstiefel,customfont/all_items/leather_boots.png,,
LEATHER_CHESTPLATE,LEATHER_CHESTPLATE,Lederjacke,customfont/all_items/leather_chestplate.png,,
LEATHER_HELMET,LEATHER_HELMET,Lederkappe,customfont/all_items/leather_helmet.png,,
LEATHER_HORSE_ARMOR,LEATHER_HORSE_ARMOR,Lederner Rossharnisch,customfont/all_items/leather_horse_armor.png,,
LEATHER_LEGGINGS,LEATHER_LEGGINGS,Lederhose,customfont/all_items/leather_leggings.png,,
LECTERN,LECTERN,Lesepult,customfont/all_items/lectern.png,,
LEVER,LEVER,Hebel,block/lever.png,,
LIGHT_WEIGHTED_PRESSURE_PLATE,LIGHT_WEIGHTED_PRESSURE_PLATE,Feinwägeplatte,customfont/all_items/pressure_plate_light_weighted.png,,
LIGHTNING_ROD,LIGHTNING_ROD,Blitzableiter,customfont/all_items/lightning_rod.png,,
LILAC,LILAC,Flieder,block/lilac_top.png,,
LILY_OF_THE_VALLEY,LILY_OF_THE_VALLEY,Maiglöckchen,block/lily_of_the_valley.png,,
LILY_PAD,LILY_PAD,Seerosenblatt,customfont/all_items/lily_pad.png,,
LODESTONE,LODESTONE,Leitstein,customfont/all_items/lodestone.png,,
LOOM,LOOM,Webstuhl,customfont/all_items/loom.png,,
MAGMA_BLOCK,MAGMA_BLOCK,Magmablock,customfont/all_items/magma_block.png,,
MAGMA_CREAM,MAGMA_CREAM,Magmacreme,item/magma_cream.png,,
MANGROVE_BOAT,MANGROVE_BOAT,Mangrovenholzboot,item/mangrove_boat.png,,
MANGROVE_BUTTON,MANGROVE_BUTTON,Mangrovenholzknopf,customfont/all_items/button_mangrove.png,,
MANGROVE_CHEST_BOAT,MANGROVE_CHEST_BOAT,Mangrovenholztruhenboot,item/mangrove_chest_boat.png,,
MANGROVE_DOOR,MANGROVE_DOOR,Mangrovenholztür,item/mangrove_door.png,,
MANGROVE_FENCE,MANGROVE_FENCE,Mangrovenholzzaun,customfont/all_items/fence_mangrove.png,,
MANGROVE_FENCE_GATE,MANGROVE_FENCE_GATE,Mangrovenholzzauntor,customfont/all_items/fence_gate_mangrove.png,,
MANGROVE_HANGING_SIGN,MANGROVE_HANGING_SIGN,Mangrovenholzhängeschild,item/mangrove_hanging_sign.png,,
MANGROVE_LEAVES,MANGROVE_LEAVES,Mangrovenlaub,customfont/all_items/mangrove_leaves.png,,
MANGROVE_LOG,MANGROVE_LOG,Mangrovenstamm,customfont/all_items/mangrove_log.png,,
MANGROVE_LOG_STRIPPED,STRIPPED_MANGROVE_LOG,Entrindeter Mangrovenstamm,customfont/all_items/stripped_mangrove_log.png,,
MANGROVE_PLANKS,MANGROVE_PLANKS,Mangrovenholzbretter,customfont/all_items/mangrove_planks.png,,
MANGROVE_PRESSURE_PLATE,MANGROVE_PRESSURE_PLATE,Mangrovenholzdruckplatte,customfont/all_items/pressure_plate_mangrove.png,,
MANGROVE_PROPAGULE,MANGROVE_PROPAGULE,Mangroven-Keimling,item/mangrove_propagule.png,,
MANGROVE_ROOTS,MANGROVE_ROOTS,Mangrovenwurzeln,customfont/all_items/mangrove_roots.png,,
MANGROVE_SIGN,MANGROVE_SIGN,Mangrovenholzschild,item/mangrove_sign.png,,
MANGROVE_SLAB,MANGROVE_SLAB,Mangrovenholzstufe,customfont/all_items/slab_mangrove.png,,
MANGROVE_STAIRS,MANGROVE_STAIRS,Mangrovenholztreppe,customfont/all_items/stairs_mangrove.png,,
MANGROVE_TRAPDOOR,MANGROVE_TRAPDOOR,Mangrovenholzfalltür,customfont/all_items/trapdoor_mangrove.png,,
MANGROVE_WOOD,MANGROVE_WOOD,Mangrovenholz,customfont/all_items/mangrove_wood.png,,
MANGROVE_WOOD_STRIPPED,STRIPPED_MANGROVE_WOOD,Entrindetes Mangrovenholz,customfont/all_items/stripped_mangrove_wood.png,,
MAP_BURIED_TREASURE,FILLED_MAP,Schatzkarte,customfont/all_items/map_buried_treasure.png,,filled_map.buried_treasure
MAP_EMPTY,MAP,Leere Karte,item/map.png,,
MAP_OCEAN_EXPLORER,FILLED_MAP,Ozean-Entdeckerkarte,customfont/all_items/map_ocean.png,,filled_map.monument
MAP_WOODLAND_EXPLORER,FILLED_MAP,Wald-Entdeckerkarte,customfont/all_items/map_mansion.png,,filled_map.mansion
MELON_BLOCK,MELON,Melone,customfont/all_items/melon.png,,
MELON_SEEDS,MELON_SEEDS,Melonenkerne,item/melon_seeds.png,,
MELON_SLICE,MELON_SLICE,Melonenscheibe,item/melon_slice.png,,
MINECART,MINECART,Lore,item/minecart.png,,
MINECART_CHEST,CHEST_MINECART,Güterlore,item/chest_minecart.png,,
MINECART_FURNACE,FURNACE_MINECART,Ofenlore,item/furnace_minecart.png,,
MINECART_HOPPER,HOPPER_MINECART,Trichterlore,item/hopper_minecart.png,,
MINECART_TNT,TNT_MINECART,TNT-Lore,item/tnt_minecart.png,,
MOSS_BLOCK,MOSS_BLOCK,Moosblock,customfont/all_items/moss.png,,
MOSS_CARPET,MOSS_CARPET,Moosteppich,customfont/all_items/carpet_moss.png,,
MOSSY_COBBLESTONE,MOSSY_COBBLESTONE,Bemooster Bruchstein,customfont/all_items/mossy_cobblestone.png,,
MOSSY_COBBLESTONE_SLAB,MOSSY_COBBLESTONE_SLAB,Bemooste Bruchsteinstufe,customfont/all_items/slab_mossy_cobblestone.png,,
MOSSY_COBBLESTONE_STAIRS,MOSSY_COBBLESTONE_STAIRS,Bemooste Bruchsteintreppe,customfont/all_items/stairs_mossy_cobblestone.png,,
MOSSY_COBBLESTONE_WALL,MOSSY_COBBLESTONE_WALL,Bemooste Bruchsteinmauer,customfont/all_items/wall_mossy_cobblestone.png,,
MOSSY_STONE_BRICK_SLAB,MOSSY_STONE_BRICK_SLAB,Bemooste Steinziegelstufe,customfont/all_items/slab_mossy_stone_bricks.png,,
MOSSY_STONE_BRICK_STAIRS,MOSSY_STONE_BRICK_STAIRS,Bemooste Steinziegeltreppe,customfont/all_items/stairs_mossy_stone_bricks.png,,
MOSSY_STONE_BRICK_WALL,MOSSY_STONE_BRICK_WALL,Bemooste Steinziegelmauer,customfont/all_items/wall_mossy_stone_bricks.png,,
MOSSY_STONE_BRICKS,MOSSY_STONE_BRICKS,Bemooste Steinziegel,customfont/all_items/mossy_stone_bricks.png,,
MUD,MUD,Schlamm,customfont/all_items/mud.png,,
MUD_BRICK_SLAB,MUD_BRICK_SLAB,Schlammziegelstufe,customfont/all_items/slab_mud_bricks.png,,
MUD_BRICK_STAIRS,MUD_BRICK_STAIRS,Schlammziegeltreppe,customfont/all_items/stairs_mud_bricks.png,,
MUD_BRICK_WALL,MUD_BRICK_WALL,Schlammziegelmauer,customfont/all_items/wall_mud_bricks.png,,
MUD_BRICKS,MUD_BRICKS,Schlammziegel,customfont/all_items/mud_bricks.png,,
MUD_PACKED,PACKED_MUD,Fester Schlamm,customfont/all_items/packed_mud.png,,
MUDDY_MANGROVE_ROOTS,MUDDY_MANGROVE_ROOTS,Schlammige Mangrovenwurzeln,customfont/all_items/muddy_mangrove_roots.png,,
MUSHROOM_BLOCK_BROWN,BROWN_MUSHROOM_BLOCK,Brauner Pilzblock,customfont/all_items/brown_mushroom_block.png,,
MUSHROOM_BLOCK_RED,RED_MUSHROOM_BLOCK,Roter Pilzblock,customfont/all_items/red_mushroom_block.png,,
MUSHROOM_BROWN,BROWN_MUSHROOM,Brauner Pilz,block/brown_mushroom.png,,
MUSHROOM_RED,RED_MUSHROOM,Roter Pilz,block/red_mushroom.png,,
MUSHROOM_STEM,MUSHROOM_STEM,Pilzstiel,customfont/all_items/mushroom_stem.png,,
MUSHROOM_STEW,MUSHROOM_STEW,Pilzsuppe,item/mushroom_stew.png,,
MUTTON,MUTTON,Rohes Hammelfleisch,item/mutton.png,,
MUTTON_COOKED,COOKED_MUTTON,Gebratenes Hammelfleisch,item/cooked_mutton.png,,
MYCELIUM,MYCELIUM,Myzel,customfont/all_items/mycelium.png,,
NAME_TAG,NAME_TAG,Namensschild,item/name_tag.png,,
NAUTILUS_SHELL,NAUTILUS_SHELL,Nautilusschale,item/nautilus_shell.png,,
NETHER_BRICK,NETHER_BRICK,Netherziegel,item/nether_brick.png,,
NETHER_BRICK_FENCE,NETHER_BRICK_FENCE,Netherziegelzaun,customfont/all_items/fence_nether_bricks.png,,
NETHER_BRICK_SLAB,NETHER_BRICK_SLAB,Netherziegelstufe,customfont/all_items/slab_nether_bricks.png,,
NETHER_BRICK_STAIRS,NETHER_BRICK_STAIRS,Netherziegeltreppe,customfont/all_items/stairs_nether_bricks.png,,
NETHER_BRICK_STAIRS_RED,RED_NETHER_BRICK_STAIRS,Rote Netherziegeltreppe,customfont/all_items/stairs_red_nether_bricks.png,,
NETHER_BRICK_WALL,NETHER_BRICK_WALL,Netherziegelmauer,customfont/all_items/wall_nether_bricks.png,,
NETHER_BRICK_WALL_RED,RED_NETHER_BRICK_WALL,Rote Netherziegelmauer,customfont/all_items/wall_red_nether_bricks.png,,
NETHER_BRICKS,NETHER_BRICKS,Netherziegel,customfont/all_items/nether_bricks.png,,
NETHER_BRICKS_RED,RED_NETHER_BRICKS,Rote Netherziegel,customfont/all_items/red_nether_bricks.png,,
NETHER_GOLD_ORE,NETHER_GOLD_ORE,Nethergolderz,customfont/all_items/nether_gold_ore.png,,
NETHER_QUARTZ_ORE,NETHER_QUARTZ_ORE,Netherquarzerz,customfont/all_items/nether_quartz_ore.png,,
NETHER_SPROUTS,NETHER_SPROUTS,Nethersprossen,block/nether_sprouts.png,,
NETHER_STAR,NETHER_STAR,Netherstern,item/nether_star.png,,
NETHER_WART,NETHER_WART,Netherwarze,item/nether_wart.png,,
NETHER_WART_BLOCK,NETHER_WART_BLOCK,Netherwarzenblock,customfont/all_items/nether_wart_block.png,,
NETHERITE_AXE,NETHERITE_AXE,Netheritaxt,item/netherite_axe.png,,
NETHERITE_BLOCK,NETHERITE_BLOCK,Netheritblock,customfont/all_items/netherite_block.png,,
NETHERITE_BOOTS,NETHERITE_BOOTS,Netheritstiefel,item/netherite_boots.png,,
NETHERITE_CHESTPLATE,NETHERITE_CHESTPLATE,Netheritharnisch,item/netherite_chestplate.png,,
NETHERITE_HELMET,NETHERITE_HELMET,Netherithelm,item/netherite_helmet.png,,
NETHERITE_HOE,NETHERITE_HOE,Netherithacke,item/netherite_hoe.png,,
NETHERITE_INGOT,NETHERITE_INGOT,Netheritbarren,item/netherite_ingot.png,,
NETHERITE_LEGGINGS,NETHERITE_LEGGINGS,Netheritbeinschutz,item/netherite_leggings.png,,
NETHERITE_PICKAXE,NETHERITE_PICKAXE,Netheritspitzhacke,item/netherite_pickaxe.png,,
NETHERITE_SCRAP,NETHERITE_SCRAP,Netheritplatten,item/netherite_scrap.png,,
NETHERITE_SHOVEL,NETHERITE_SHOVEL,Netheritschaufel,item/netherite_shovel.png,,
NETHERITE_SWORD,NETHERITE_SWORD,Netheritschwert,item/netherite_sword.png,,
NETHERRACK,NETHERRACK,Netherrack,customfont/all_items/netherrack.png,,
NOTE_BLOCK,NOTE_BLOCK,Notenblock,customfont/all_items/note_block.png,,
OAK_BOAT,OAK_BOAT,Eichenholzboot,item/oak_boat.png,,
OAK_BUTTON,OAK_BUTTON,Eichenholzknopf,customfont/all_items/button_oak.png,,
OAK_CHEST_BOAT,OAK_CHEST_BOAT,Eichenholztruhenboot,item/oak_chest_boat.png,,
OAK_DOOR,OAK_DOOR,Eichenholztür,item/oak_door.png,,
OAK_FENCE,OAK_FENCE,Eichenholzzaun,customfont/all_items/fence_oak.png,,
OAK_FENCE_GATE,OAK_FENCE_GATE,Eichenholzzauntor,customfont/all_items/fence_gate_oak.png,,
OAK_HANGING_SIGN,OAK_HANGING_SIGN,Eichenholzhängeschild,item/oak_hanging_sign.png,,
OAK_LEAVES,OAK_LEAVES,Eichenlaub,customfont/all_items/oak_leaves.png,,
OAK_LOG,OAK_LOG,Eichenstamm,customfont/all_items/oak_log.png,,
OAK_LOG_STRIPPED,STRIPPED_OAK_LOG,Entrindeter Eichenstamm,customfont/all_items/stripped_oak_log.png,,
OAK_PLANKS,OAK_PLANKS,Eichenholzbretter,customfont/all_items/oak_planks.png,,
OAK_PRESSURE_PLATE,OAK_PRESSURE_PLATE,Eichenholzdruckplatte,customfont/all_items/pressure_plate_oak.png,,
OAK_SAPLING,OAK_SAPLING,Eichensetzling,block/oak_sapling.png,,
OAK_SIGN,OAK_SIGN,Eichenholzschild,item/oak_sign.png,,
OAK_SLAB,OAK_SLAB,Eichenholzstufe,customfont/all_items/slab_oak.png,,
OAK_STAIRS,OAK_STAIRS,Eichenholztreppe,customfont/all_items/stairs_oak.png,,
OAK_TRAPDOOR,OAK_TRAPDOOR,Eichenholzfalltür,customfont/all_items/trapdoor_oak.png,,
OAK_WOOD,OAK_WOOD,Eichenholz,customfont/all_items/oak_wood.png,,
OAK_WOOD_STRIPPED,STRIPPED_OAK_WOOD,Entrindetes Eichenholz,customfont/all_items/stripped_oak_wood.png,,
OBSERVER,OBSERVER,Beobachter,customfont/all_items/observer.png,,
OBSIDIAN,OBSIDIAN,Obsidian,customfont/all_items/obsidian.png,,
ORCHID,BLUE_ORCHID,Blaue Orchidee,block/blue_orchid.png,,
OXEYE_DAISY,OXEYE_DAISY,Margerite,block/oxeye_daisy.png,,
PAINTING,PAINTING,Gemälde,item/painting.png,,
PAPER,PAPER,Papier,item/paper.png,,
PEONY,PEONY,Pfingstrose,block/peony_top.png,,
PETALS,PINK_PETALS,Rosa Blütenblätter,item/pink_petals.png,,
PHANTOM_MEMBRANE,PHANTOM_MEMBRANE,Phantomhaut,item/phantom_membrane.png,,
PISTON,PISTON,Kolben,customfont/all_items/piston.png,,
PITCHER_PLANT,PITCHER_PLANT,Kannenpflanze,item/pitcher_plant.png,,
PITCHER_POD,PITCHER_POD,Kannenpflanzenkapsel,item/pitcher_pod.png,,
PODZOL,PODZOL,Podsol,customfont/all_items/podzol.png,,
POINTED_DRIPSTONE,POINTED_DRIPSTONE,Spitzer Tropfstein,item/pointed_dripstone.png,,
POLISHED_ANDESITE,POLISHED_ANDESITE,Polierter Andesit,customfont/all_items/polished_andesite.png,,
POLISHED_ANDESITE_SLAB,POLISHED_ANDESITE_SLAB,Polierte Andesitstufe,customfont/all_items/slab_polished_andesite.png,,
POLISHED_ANDESITE_STAIRS,POLISHED_ANDESITE_STAIRS,Polierte Andesittreppe,customfont/all_items/stairs_polished_andesite.png,,
POLISHED_BASALT,POLISHED_BASALT,Polierter Basalt,customfont/all_items/polished_basalt.png,,
POLISHED_BLACKSTONE,POLISHED_BLACKSTONE,Polierter Schwarzstein,customfont/all_items/polished_blackstone.png,,
POLISHED_BLACKSTONE_BRICK_SLAB,POLISHED_BLACKSTONE_BRICK_SLAB,Polierte Schwarzsteinziegelstufe,customfont/all_items/slab_polished_blackstone_bricks.png,,
POLISHED_BLACKSTONE_BRICK_STAIRS,POLISHED_BLACKSTONE_BRICK_STAIRS,Polierte Schwarzsteinziegeltreppe,customfont/all_items/stairs_polished_blackstone_bricks.png,,
POLISHED_BLACKSTONE_BRICK_WALL,POLISHED_BLACKSTONE_BRICK_WALL,Polierte Schwarzsteinziegelmauer,customfont/all_items/wall_polished_blackstone_bricks.png,,
